Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/Bundle-RDC01.json	14160	8	0	0	0	0	3	0	1	5	0	0	0	0	0	0	0	0	0	0	34	12	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDC01b.json	16237	9	0	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	0	38	12	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDC02.json	17630	10	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	1	0	0	42	14	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDC02b.json	19707	11	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	48	37	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDC03.json	24917	13	0	0	0	0	5	0	1	10	0	0	0	0	0	0	0	0	0	0	58	17	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDC03b.json	26994	15	1	0	0	0	5	0	0	10	0	0	0	0	0	0	0	0	0	0	62	19	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDC04.json	10297	6	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	23	9	0	0	0	0	0	1
fsh-generated/resources/Bundle-RDC04b.json	12373	7	0	0	0	0	2	0	1	4	0	0	0	0	0	0	0	0	0	0	29	11	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDC05.json	9973	6	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	22	9	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDC05b.json	12050	7	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	29	10	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDD01.json	39352	21	0	0	0	0	7	0	1	16	0	0	0	0	0	0	0	0	0	0	90	27	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDD01b.json	41429	22	0	0	0	0	8	0	0	17	0	0	0	0	0	0	0	0	0	0	97	27	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDD02.json	50172	27	0	0	0	0	9	0	1	21	0	0	0	0	0	0	0	0	0	0	126	33	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDD02b.json	52249	28	0	0	0	0	10	0	1	23	0	0	0	0	0	0	0	0	0	0	123	33	0	0	0	0	0	1
fsh-generated/resources/Bundle-RDD03.json	22298	12	1	0	0	0	4	0	0	107	0	0	0	0	0	0	0	0	0	0	52	17	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDD03b.json	24375	14	0	0	0	0	5	0	1	10	0	0	0	0	0	0	0	1	0	0	57	18	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDE01.json	23568	13	0	0	0	0	4	0	0	9	0	0	0	0	0	0	0	0	0	0	54	16	0	0	1	0	0	0
fsh-generated/resources/Bundle-RDE01b.json	25645	14	0	0	0	0	5	0	0	10	0	0	0	0	0	0	0	0	0	0	58	18	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDF01.json	14404	8	0	0	0	0	3	0	1	4	0	0	0	0	0	0	0	0	0	0	33	11	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDF01b.json	16481	9	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0	37	12	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDF02.json	10377	6	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	24	10	0	0	0	0	0	1
fsh-generated/resources/Bundle-RDF02b.json	12454	8	0	0	0	0	11	0	0	4	0	0	0	0	0	0	0	0	0	0	29	10	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDF03.json	10248	6	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	23	9	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDF03b.json	10253	6	0	0	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	22	9	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ch-vacd-allergyintolerance-cs.json	3403	3	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	14	1318	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ch-vacd-basic-immunization-cs.json	2685	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	33	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ch-vacd-clinical-decision-support-event-cs.json	2395	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	9	26	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ch-vacd-entry-conflict-cs.json	1519	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	24	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-ch-vacd-exposure-risks-cs.json	1969	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	22	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ch-vacd-myvaccines-cs.json	42958	38	0	0	0	0	0	0	1	43	0	0	0	0	0	0	0	0	0	0	86	54	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-ch-vacd-recommendation-categories-cs.json	3375	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	22	0	0	0	2	0	0
fsh-generated/resources/CodeSystem-ch-vacd-recommendation-forecast-status-cs.json	7950	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	22	22	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ch-vacd-swissmedic-cs.json	68983	54	0	0	0	0	0	0	2	68	0	0	1	0	0	0	0	1	0	0	143	56	0	0	0	3	0	1
